"","PVMATH","PVREAD","PVSCIE","GENSCIE","INSTSCIE","INTSCIE","JOYSCIE","PERSCIE","SCIEEFF","SCIEFUT","SCSCIE","GR","GENDER"
"1",381.67158,379.51048,422.91436,-3.6618,-2.1025,-3.1448,-2.1517,-3.0797,-3.7682,-1.4186,-2.3632,"8","M"
"2",504.58794,412.63682,554.0202,-3.6618,-1.4615,-3.1448,-2.1517,-3.0797,-1.8458,-0.6938,-1.0946,"9","M"
"3",403.87136,303.15138,394.38062,-3.6618,0.0195,-1.0762,-2.1517,-3.0797,-2.1967,0.3209,0.0752,"9","M"
"4",351.37092,285.98666,292.46128,-2.5921,-1.4615,-1.5369,-1.5138,-0.5345,-0.2283,-1.4186,-2.3632,"8","M"
"5",327.06808,326.0912,374.79868,-2.3231,-2.1025,-3.1448,1.1247,-3.0797,3.223,-1.4186,-2.3632,"7","M"
"6",396.00406,413.19828,406.6893,-2.3231,-2.1025,-0.544,-2.1517,-2.3662,-1.0669,-1.4186,-0.5445,"7","M"
"7",444.84344,476.9729,475.03966,-2.3231,-1.6958,-0.8854,-2.1517,-3.0797,-2.1026,-1.4186,-1.3114,"8","F"
"8",508.09316,495.40424,496.30004,-2.0921,-2.1025,-0.3854,-1.5138,-3.0797,0.1288,-1.4186,-1.0946,"9","F"
"9",521.1793,461.96536,516.53474,-2.0921,-1.6958,-3.1448,-2.1517,-3.0797,0.3184,-1.4186,-2.3632,"9","M"
"10",374.58326,345.34138,398.76328,-2.0921,-1.4615,-3.1448,-2.1517,-3.0797,-2.4226,-1.4186,-0.8207,"7","M"
"11",341.32262,327.8558,341.22964,-2.0921,-1.2638,-0.4102,-1.0972,-1.6501,-0.8968,0.5883,-0.8207,"8","M"
"12",555.45258,515.70548,613.88498,-2.0921,-0.8455,-0.232,-0.1028,-1.0855,1.49,-0.0492,0.652,"9","M"
"13",395.303,393.14598,410.51246,-2.0921,-0.2138,-0.082,-0.8455,-1.3625,-0.7309,0.3209,-0.5445,"7","M"
"14",427.70682,401.81752,436.24872,-2.0921,0.3719,-1.8441,-0.8455,-0.5345,-0.5654,-0.0492,0.3107,"9","F"
"15",427.47314,396.09742,398.48354,-1.8727,-0.8455,-0.544,-0.8455,-1.0855,-3.7682,-0.0492,-0.8207,"8","F"
"16",559.65882,542.1745,615.6567,-1.8727,-0.8455,-0.232,-0.3437,-1.3625,0.9564,-1.4186,0.3107,"9","M"
"17",289.83486,263.58242,289.47734,-1.8727,-0.8455,-0.082,-0.3437,-1.0855,-1.0669,0.5883,-0.8207,"8","F"
"18",457.3064,439.9881,434.66352,-1.8727,-0.6225,-0.71,-1.3103,-1.3625,-1.0669,-1.4186,-0.8207,"8","M"
"19",559.19146,499.02198,571.45742,-1.8727,-0.4167,-0.544,0.5391,-0.5345,-0.8968,-1.4186,0.652,"9","M"
"20",493.52702,488.65138,479.79528,-1.8727,-0.4167,-0.082,-0.3437,-0.5345,-1.2418,-0.6938,-1.7001,"9","F"
"21",367.8844,314.22026,375.07844,-1.8727,-0.4167,-0.082,-0.1028,-0.811,-1.0669,0.5883,-0.8207,"9","M"
"22",450.296,501.12434,486.41582,-1.8727,-0.2138,0.3636,-0.3437,-0.811,-1.0669,-0.0492,0.3107,"8","F"
"23",387.66944,320.15572,357.64118,-1.8727,0.0195,-0.3854,-0.8455,-0.811,-1.2418,-0.9769,-0.5445,"8","M"
"24",410.88178,415.92536,389.1588,-1.8727,0.0195,0.3636,0.1728,0.3867,-0.5654,0.3209,-0.3218,"8","M"
"25",338.59634,292.08256,338.6187,-1.8727,0.3719,-0.544,-0.8455,-1.0855,-1.6254,1.0649,0.652,"7","M"
"26",496.3312,387.29074,436.52848,-1.8727,0.3719,-0.082,-0.3437,0.7259,-0.5654,1.0649,0.0752,"9","M"
"27",422.02056,366.8374,398.11056,-1.8727,0.3719,0.0663,-1.0972,-1.6501,-0.7309,1.0649,-0.3218,"9","M"
"28",560.28198,497.57824,534.90444,-1.8727,0.3719,0.3636,-0.1028,-0.811,3.223,-1.4186,0.3107,"9","M"
"29",413.45226,436.45574,426.08476,-1.8727,0.9603,1.2039,-1.7493,-0.2497,-1.2418,-0.6938,0.9855,"8","F"
"30",375.75166,379.1896,381.8855,-1.8727,1.1694,-0.544,-0.8455,-1.0855,-1.4255,1.0649,1.3981,"9","M"
"31",333.92272,336.51838,380.95306,-1.8727,1.8212,0.2143,-2.1517,0.3867,0.1288,-0.6938,2.2442,"8","M"
"32",396.00404,457.79454,431.86612,-1.6859,0.3719,0.0502,-0.1028,-1.0855,-1.2418,0.3209,0.0752,"7","M"
"33",612.54868,511.6148,631.04254,-1.6486,-2.1025,-3.1448,-0.8455,-1.9679,-2.4226,-1.4186,-0.5445,"9","M"
"34",472.5736,442.71522,460.86604,-1.6486,-2.1025,-0.8854,-1.7493,-1.6501,0.7293,-1.4186,-0.8207,"9","M"
"35",459.56538,484.59968,472.98824,-1.6486,-1.6958,-3.1448,-0.8455,-1.0855,-1.2418,-0.4171,-1.7001,"8","F"
"36",456.91696,398.35958,421.42242,-1.6486,-1.6958,-1.0762,-1.7493,-1.6501,-1.6254,-1.4186,-1.7001,"8","M"
"37",614.02866,583.40196,623.67596,-1.6486,-1.4615,-0.232,-1.3103,-1.9679,0.3184,-1.4186,0.9855,"9","M"
"38",382.99578,441.143,408.46102,-1.6486,-1.2638,-1.5369,-1.0972,-1.3625,-0.5654,-0.9769,-1.3114,"8","F"
"39",433.0815,469.9817,411.2584,-1.6486,-1.2638,0.0663,-1.7493,-1.6501,-0.2283,-0.9769,-1.7001,"9","F"
"40",502.48482,478.48846,531.6408,-1.6486,-1.1488,-1.0762,-2.1517,-0.7487,-0.5023,-1.4186,-1.3114,"9","M"
"41",437.67722,349.83312,394.38066,-1.6486,-1.0645,-1.5369,-1.7493,-1.6501,-0.5654,-1.4186,-1.504,"9","M"
"42",494.77336,397.6377,468.79206,-1.6486,-1.0645,0.0663,-1.7493,-1.3625,-0.5654,-0.9769,-0.3218,"9","M"
"43",521.33508,430.36304,509.91416,-1.6486,-0.8455,-1.0762,-1.0972,-2.3662,-0.2283,-1.4186,-0.8207,"8","M"
"44",462.52532,455.6815,437.08796,-1.6486,-0.8455,0.5158,-0.3437,-1.6501,-0.053,0.5883,-0.3218,"9","F"
"45",382.6842,421.2192,400.908,-1.6486,-0.6225,-0.232,-0.8455,-0.5345,-1.6254,-1.4186,-0.8207,"8","M"
"46",421.78688,391.33072,438.11368,-1.6486,-0.6225,-0.232,-0.5825,-0.2497,-0.053,-0.0492,-0.5445,"8","F"
"47",504.19848,542.59484,528.75014,-1.6486,-0.6225,0.0663,-1.0972,-0.5345,-0.8968,-0.0492,-1.0946,"8","F"
"48",556.23152,510.89294,502.08138,-1.6486,-0.6225,0.3636,-0.3437,-1.3625,0.7293,-1.4186,0.652,"9","M"
"49",368.35178,428.43174,405.1041,-1.6486,-0.4167,-0.71,-0.3437,-0.811,-1.0669,-0.6938,0.3107,"9","F"
"50",504.35426,424.26712,486.04286,-1.6486,-0.4167,-0.71,-2.1517,-1.0855,-0.3985,-1.4186,-0.5445,"8","M"
"51",467.97788,417.28894,465.62164,-1.6486,-0.4167,-0.71,-1.0972,-0.2497,-1.6254,-1.4186,-0.8207,"9","M"
"52",517.90776,558.64282,552.99444,-1.6486,-0.4167,-0.544,-0.1028,-0.2497,-0.2283,0.3209,-0.1237,"9","F"
"53",676.81106,590.13954,722.98444,-1.6486,-0.4167,-0.544,-0.8455,-0.811,-0.3985,-0.0492,-0.8207,"9","M"
"54",424.43528,389.21576,412.1909,-1.6486,-0.2138,-1.0762,-1.0972,-2.3662,-0.5654,-1.4186,-2.3632,"9","M"
"55",376.06324,255.02594,355.21674,-1.6486,-0.2138,-1.0762,-1.5138,-0.811,-2.1026,0.5883,1.209,"8","M"
"56",531.53916,456.35076,514.76302,-1.6486,-0.2138,-0.544,-0.8455,0.3867,-0.053,-1.4186,-0.8207,"9","M"
"57",447.25816,466.80388,418.43848,-1.6486,-0.2138,-0.3854,-0.1028,0.0553,-0.8968,1.0649,-1.3114,"9","F"
"58",427.39524,490.00196,474.10714,-1.6486,-0.2138,-0.082,-0.1028,-0.5345,-0.3985,0.3209,-0.3218,"9","F"
"59",467.89998,420.17646,448.18438,-1.6486,-0.2138,0.0663,-2.1517,0.0553,0.3184,1.3025,0.6183,"8","M"
"60",436.19722,374.21668,445.10724,-1.6486,-0.2138,0.3636,-0.5825,0.0553,-0.5654,0.8285,0.0752,"7","M"
"61",378.32218,335.87672,326.77632,-1.6486,-0.2138,0.6732,-0.5825,-0.811,-0.9977,0.5883,-0.3218,"9","M"
"62",366.09286,399.91082,366.4997,-1.6486,0.0195,-0.544,-0.5825,0.3867,-1.0669,-0.0492,-0.8207,"8","F"
"63",424.82474,347.00012,426.64426,-1.6486,0.0195,0.2143,-0.1028,-0.2497,-0.5654,-0.0492,-0.1237,"9","F"
"64",627.2706,645.0795,673.37682,-1.6486,0.0195,0.3636,0.5391,-0.2497,1.8333,1.5467,2.2442,"9","F"
"65",484.1019,396.41522,417.59926,-1.6486,0.3719,-1.0762,-0.5825,0.0553,-1.0669,-0.0492,-0.3218,"9","F"
"66",395.45878,431.05344,417.69248,-1.6486,0.3719,0.3636,-0.5825,-0.811,-0.053,-0.6938,-0.3218,"9","F"
"67",271.5298,276.52198,311.01752,-1.6486,1.8212,1.0131,0.5391,1.3959,0.5511,2.2714,2.2442,"8","M"
"68",469.9252,412.5566,489.77276,-1.6053,0.3719,-0.082,-0.3437,-0.2497,-1.0669,0.5883,0.652,"9","M"
"69",424.66898,399.24192,448.09116,-1.4029,-2.1025,-3.1448,-2.1517,-1.9679,-1.6254,-1.4186,-0.8207,"9","M"
"70",367.8844,287.59082,325.9371,-1.4029,-2.1025,-0.8854,2.0562,-1.0855,-1.6254,-1.4186,-2.3632,"7","M"
"71",382.99578,399.27528,407.0623,-1.4029,-1.6958,-1.0762,-1.5138,-3.0797,-1.6254,-0.0492,-0.5445,"9","F"
"72",515.25936,517.1723,523.90128,-1.4029,-1.4615,-1.5369,-1.0972,-1.6501,-1.0669,-1.4186,-1.3114,"9","F"
"73",518.37514,584.54206,563.34492,-1.4029,-1.4615,-0.082,-0.1028,-0.5345,-0.053,-0.6938,-0.3218,"9","F"
"74",542.5222,528.0577,571.1777,-1.4029,-1.2638,-0.71,-1.3103,-1.0855,-0.2283,-1.4186,-1.0946,"9","M"
"75",443.20768,403.00918,434.85,-1.4029,-1.2638,0.0663,1.3559,0.7259,-0.7309,-0.9769,0.3107,"9","F"
"76",484.49134,479.51516,534.43822,-1.4029,-1.2638,0.0663,-0.8455,0.0553,-0.053,-1.4186,0.0752,"9","F"
"77",435.1846,468.8695,444.36126,-1.4029,-1.0645,-1.5369,-0.8455,-2.3662,-1.0669,-1.4186,0.652,"9","F"
"78",379.64636,267.37814,363.98202,-1.4029,-0.8455,-2.2783,-1.5138,-1.9679,-0.5654,-1.4186,-1.3114,"7","M"
"79",544.39166,508.40646,566.2356,-1.4029,-0.8455,-1.8441,-2.1517,-1.6501,-0.2283,-0.0492,-0.8207,"8","M"
"80",393.90092,445.03584,462.82424,-1.4029,-0.8455,-1.5369,-1.3103,-1.6501,-1.8458,-1.4186,-0.5445,"7","F"
"81",522.26982,484.123,489.49298,-1.4029,-0.8455,-1.289,-0.8455,-0.5345,-0.5654,-1.4186,-1.504,"9","F"
"82",533.6423,437.09128,487.9078,-1.4029,-0.8455,-0.544,-0.8455,-0.811,-0.3985,0.3209,-0.3218,"9","F"
"83",429.57626,369.40412,437.55418,-1.4029,-0.8455,-0.544,-2.1517,-1.3625,-1.0669,-1.4186,-0.8207,"8","M"
"84",495.47436,496.37512,539.38034,-1.4029,-0.8455,-0.544,-0.1028,0.3867,-0.5654,-0.0492,-0.5445,"9","M"
"85",554.36204,472.71344,529.12314,-1.4029,-0.8455,-0.544,-2.1517,-1.0855,-0.2283,-1.4186,0.652,"9","M"
"86",596.65836,573.13518,569.779,-1.4029,-0.8455,-0.3854,-1.5138,-0.811,-0.5654,-1.4186,0.3107,"9","M"
"87",462.759,343.50456,495.6473,-1.4029,-0.8455,-0.232,-1.7493,-1.0855,-1.0669,-1.4186,-0.8207,"9","F"
"88",433.31514,171.28766,321.64768,-1.4029,-0.8455,-0.232,-1.3103,-1.0855,-1.4255,-1.4186,-0.8207,"9","M"
"89",507.78158,460.44826,507.11678,-1.4029,-0.8455,-0.232,-0.8455,-0.5345,-0.7309,-0.0492,-0.3218,"9","F"
"90",487.60712,415.76494,484.45766,-1.4029,-0.8455,0.2143,-0.5825,-1.0855,-0.5654,-0.0492,-0.8207,"8","M"
"91",482.93346,433.41096,445.48022,-1.4029,-0.8455,0.2143,-0.3437,-0.5345,-0.8968,-0.0492,-0.1237,"8","M"
"92",390.16202,399.24188,377.22314,-1.4029,-0.8455,0.6732,-0.5825,-0.811,-1.0669,-0.0492,-0.8207,"8","M"
"93",494.0723,417.04832,481.75344,-1.4029,-0.8455,1.4176,-0.5825,-0.2497,0.9564,-1.4186,-1.504,"9","M"
"94",455.90432,421.86086,466.18114,-1.4029,-0.6225,-0.71,-0.3437,-1.0855,-0.3985,-1.4186,-0.3218,"8","M"
"95",518.37514,535.2765,526.3257,-1.4029,-0.6225,-0.544,-0.8455,-1.0855,-0.2283,-0.0492,-0.8207,"9","M"
"96",572.74496,501.26784,560.08128,-1.4029,-0.6225,-0.3854,-1.3103,-0.5345,-0.7309,-1.4186,-0.5445,"9","M"
"97",456.13804,490.16086,481.10072,-1.4029,-0.6225,-0.232,-0.8455,-0.2497,-1.6254,-1.4186,-1.3114,"8","F"
"98",361.575,352.5602,389.7183,-1.4029,-0.6225,-0.232,-0.5825,-1.3625,-0.2283,-0.0492,-1.3114,"9","M"
"99",469.14628,496.67536,447.53168,-1.4029,-0.6225,-0.082,-0.3437,-0.5345,-0.5654,0.3209,-0.5445,"9","F"
"100",573.6797,604.8801,585.25806,-1.4029,-0.6225,-0.082,-0.3437,-0.811,1.2058,-1.4186,-0.8207,"10","F"
"101",402.62504,396.25632,396.99158,-1.4029,-0.6225,0.0663,-0.5825,-0.811,-0.3985,-0.9769,-1.0946,"8","F"
"102",413.06278,414.211,429.34844,-1.4029,-0.6225,0.6732,-0.5825,-1.6501,-0.3102,0.3209,-0.3218,"9","F"
"103",496.01962,545.61378,542.271,-1.4029,-0.5098,-1.289,-0.8455,-1.9679,-0.5654,-0.9769,-0.8207,"9","F"
"104",393.97882,386.80948,433.54454,-1.4029,-0.4167,-1.5369,-1.7493,-0.811,-0.8968,-0.9769,0.0752,"8","M"
"105",433.0036,443.19646,440.7246,-1.4029,-0.4167,-1.0762,-0.5825,-0.5345,-0.7309,-1.4186,-1.0946,"9","M"
"106",467.9,470.1406,474.38692,-1.4029,-0.4167,-0.71,-0.8455,-0.5345,-0.3985,-1.4186,-0.5445,"8","F"
"107",365.70338,344.21846,366.77942,-1.4029,-0.4167,-0.71,-0.1028,0.3867,-0.3985,-1.4186,0.0752,"9","M"
"108",457.85168,435.42294,460.02682,-1.4029,-0.4167,-0.544,-0.8455,0.0553,-0.3985,-0.6938,-1.4831,"9","F"
"109",397.7956,370.1982,383.19098,-1.4029,-0.4167,-0.544,-0.8455,-0.811,-0.5654,-0.0492,-0.3218,"8","F"
"110",371.00014,318.71194,345.14604,-1.4029,-0.4167,-0.544,-2.1517,0.3867,-0.7309,0.5883,-2.3632,"7","M"
"111",432.8478,455.99928,485.29686,-1.4029,-0.4167,-0.544,-0.8455,-1.9679,-1.4255,-0.9769,-1.504,"9","F"
"112",491.4239,472.71342,489.86598,-1.4029,-0.4167,-0.3854,-0.8455,-0.5345,-0.3985,0.5883,-0.8207,"9","M"
"113",322.9397,302.82848,308.59304,-1.4029,-0.4167,-0.232,-0.3437,-0.2497,-0.3985,0.5883,-0.1237,"8","F"
"114",542.67798,455.22784,499.28394,-1.4029,-0.4167,-0.232,-0.1028,-0.2497,-0.5654,-0.0492,-0.1237,"10","M"
"115",560.43776,462.28624,530.33534,-1.4029,-0.4167,-0.232,-0.5825,-0.2497,-0.3985,-1.4186,-0.8207,"9","M"
"116",495.63014,488.11356,526.88518,-1.4029,-0.4167,-0.232,-0.8455,-1.0855,-1.0669,-0.0492,-0.5445,"9","M"
"117",538.54962,502.7116,591.87862,-1.4029,-0.4167,1.4176,0.5391,-0.5345,0.5179,-0.6938,0.3107,"8","M"
"118",526.32028,476.49626,547.9591,-1.4029,-0.356,0.5158,-0.1028,-0.2497,-0.3985,0.5883,0.9855,"9","F"
"119",413.06278,420.41708,423.3806,-1.4029,-0.2138,-1.289,-1.5138,-0.2497,-0.053,-0.7837,-0.3218,"8","M"
"120",491.4239,466.13628,515.60226,-1.4029,-0.2138,-0.71,-0.3437,0.0553,-0.3985,-1.4186,-0.5445,"9","M"
"121",433.9383,466.16834,432.2391,-1.4029,-0.2138,-0.71,-0.1028,-1.0855,-1.0669,-0.0492,0.3107,"9","F"
"122",441.6498,459.97158,435.4095,-1.4029,-0.2138,-0.71,-0.5825,-0.2497,-0.8968,0.3209,0.0752,"8","F"
"123",463.9274,423.62544,506.37076,-1.4029,-0.2138,-0.544,0.1728,-0.5345,-0.2283,-0.0492,0.652,"9","M"
"124",475.53356,448.84922,488.46726,-1.4029,-0.2138,-0.3854,0.5391,0.0553,0.9564,-0.0492,0.0752,"9","F"
"125",478.9609,449.93404,462.35798,-1.4029,-0.2138,-0.3854,-0.0392,-0.7984,-0.7309,-0.9769,0.0752,"9","M"
"126",399.50924,332.66836,391.76972,-1.4029,-0.2138,-0.232,0.5391,-0.2497,0.1288,-0.6938,0.0752,"7","M"
"127",434.0941,423.90336,464.3162,-1.4029,-0.2138,-0.232,0.1728,-0.5345,-0.3985,0.8285,-0.3218,"9","F"
"128",346.38574,350.65462,326.68306,-1.4029,-0.2138,-0.082,0.1728,-0.2497,-0.8968,-0.0492,-0.5445,"8","F"
"129",477.7146,540.2115,499.93668,-1.4029,-0.2138,-0.082,-0.3437,0.0553,0.9564,0.3209,-0.1237,"9","F"
"130",433.78252,437.3296,437.7407,-1.4029,-0.2138,0.0663,0.1728,-0.5345,-0.053,-0.0492,-0.1237,"9","F"
"131",500.84906,483.80522,496.3933,-1.4029,-0.2138,0.0663,-0.5825,-0.811,-1.2418,-0.0492,-0.5445,"9","F"
"132",339.99842,332.0644,355.4965,-1.4029,-0.2138,0.2143,-0.1028,-0.5345,-0.2283,-0.0492,-0.5445,"8","F"
"133",623.6096,632.05042,647.08108,-1.4029,-0.2138,0.2143,-0.5825,-0.5345,0.3184,0.3209,0.652,"10","F"
"134",309.77566,335.9572,327.89528,-1.4029,-0.2138,0.3636,-0.3437,-0.2497,-1.6254,0.8285,-0.1237,"9","F"
"135",382.52844,445.6714,392.42244,-1.4029,-0.2138,0.3636,0.1728,0.3867,-0.5654,0.5883,0.0752,"9","F"
"136",428.48576,435.97766,410.69894,-1.4029,-0.2138,0.3636,-1.3103,-0.2497,-0.2283,0.5883,0.0752,"9","M"
"137",471.17154,536.55698,523.99454,-1.4029,-0.2138,0.6732,-0.5825,0.0553,-0.2283,0.3209,-0.8207,"9","F"
"138",678.99206,619.65648,705.82692,-1.4029,-0.2138,0.8382,0.8776,0.3867,0.7293,-0.0492,0.3107,"9","M"
"139",454.65804,378.06668,434.5703,-1.4029,-0.2138,1.0131,-0.5825,0.0553,-0.2283,0.5883,-0.5445,"9","M"
"140",304.86836,276.04074,305.88892,-1.4029,0.0195,-0.8854,-1.7493,-0.0502,-0.053,-0.0492,-1.0946,"7","M"
"141",404.80604,378.61944,438.1137,-1.4029,0.0195,-0.71,0.1728,-0.7984,-0.2283,-0.9769,-0.8207,"8","F"
"142",592.3742,502.23036,525.57972,-1.4029,0.0195,-0.544,-0.5825,-0.2497,-0.3985,-1.4186,-0.3218,"9","M"
"143",440.63716,412.39618,384.77618,-1.4029,0.0195,-0.232,0.1728,-0.811,-0.7309,-0.9769,-0.5445,"9","M"
"144",514.16886,562.6151,522.03634,-1.4029,0.0195,0.2143,0.5391,0.3867,0.3184,0.3209,-0.3218,"9","F"
"145",494.46176,535.12698,495.46082,-1.4029,0.0195,0.2143,-0.8455,-0.2497,-0.2283,0.3209,0.0752,"8","F"
"146",522.65926,462.60708,533.50576,-1.4029,0.0195,0.3636,-0.1028,-0.5345,-0.7309,-0.0492,-0.1237,"9","M"
"147",470.85992,369.88536,445.48022,-1.4029,0.0195,0.6732,-0.8455,-0.5345,-0.5654,-0.4171,0.3107,"9","M"
"148",391.25254,372.89936,420.58318,-1.4029,0.3719,-1.289,-0.8455,-0.811,-0.8968,-0.0492,-0.5445,"8","F"
"149",439.78034,377.66564,482.2197,-1.4029,0.3719,-1.0762,-0.5825,-1.6501,-0.8968,0.8285,-0.1237,"9","M"
"150",481.76506,498.42318,502.26788,-1.4029,0.3719,-0.544,0.5391,1.0558,0.1288,0.8285,0.0752,"9","F"
"151",417.58062,361.70404,407.06228,-1.4029,0.3719,-0.082,0.1728,-0.2497,-1.4255,1.0649,0.0752,"9","M"
"152",483.8682,544.81934,510.7534,-1.4029,0.3719,0.3636,-0.5825,-0.2497,-0.5654,-0.9769,0.0752,"9","F"
"153",413.76384,441.30192,445.85322,-1.4029,0.3719,0.5158,0.5391,0.0553,-1.0669,-0.0492,-0.5445,"7","F"
"154",384.39788,378.06668,423.19412,-1.4029,0.7257,-0.8854,-1.5138,0.0553,-0.4257,1.0649,0.652,"7","M"
"155",392.96618,371.32914,398.67002,-1.4029,0.7257,-0.544,-1.7493,0.0553,-0.2283,-0.6938,-0.5445,"9","M"
"156",378.0885,333.79128,395.12664,-1.4029,0.7257,-0.232,-1.3103,0.3867,-0.2283,0.3209,0.9855,"7","M"
"157",456.99486,487.07084,520.35786,-1.4029,0.7257,-0.082,0.1728,-0.811,-0.2283,-0.0492,0.652,"9","M"
"158",390.39572,414.0521,455.2712,-1.4029,0.7257,0.0663,0.5391,-0.5345,-0.2283,-0.0492,-0.3218,"8","F"
"159",504.27636,492.36466,543.94946,-1.4029,0.7257,0.3636,0.8776,0.7259,-1.4255,-0.0492,0.3107,"8","M"
"160",541.12012,528.0577,584.13908,-1.4029,0.7257,1.0131,0.1728,-0.811,0.5179,-0.9769,0.0752,"9","M"
"161",350.59198,374.1705,434.0108,-1.4029,0.7934,0.6732,-0.1028,-0.5345,-1.0669,0.5883,0.652,"9","F"
"162",469.0684,469.50502,432.2391,-1.4029,0.9603,-0.544,-0.8455,-0.5345,-0.5654,-0.6938,-0.5445,"9","F"
"163",533.6423,457.31328,527.81766,-1.4029,0.9603,1.0131,0.8776,-0.5345,0.3184,0.5883,0.652,"9","M"
"164",577.65226,531.63138,550.66326,-1.4029,1.1694,1.9779,0.1728,0.3867,1.8333,1.8262,-0.5445,"9","F"
"165",438.45614,387.29074,434.94326,-1.4029,1.4096,0.2143,0.5391,0.3867,-0.0773,0.3209,0.652,"9","M"
"166",476.93566,381.7563,460.67954,-1.4029,1.8212,-1.8441,-2.1517,-1.6501,0.3184,-1.4186,2.2442,"7","M"
"167",353.08462,368.60932,359.97238,-1.3928,0.0195,-0.082,-0.5825,-0.5345,-0.053,-0.0492,-0.3218,"8","F"
"168",553.97258,547.6287,543.11022,-1.3436,-0.2138,-0.3854,-0.8455,-0.5345,-0.3985,-1.4186,-0.1237,"9","M"
"169",555.45256,554.67056,577.23874,-1.2737,-0.6225,0.5158,-0.1028,0.3867,0.5461,-0.6938,-0.1237,"8","F"
"170",458.8643,371.81038,410.32594,-1.2737,-0.2138,-0.232,-0.1028,-1.0855,-0.3985,0.5883,-0.3218,"9","M"
"171",440.48138,450.89654,519.4254,-1.2167,0.3719,-1.5369,-1.3103,-1.6063,-1.0669,-1.4186,-1.3114,"9","M"
"172",472.57358,495.72202,471.68274,-1.1899,-0.8455,-0.232,-0.3437,-0.5345,-0.7309,-0.0492,-0.1237,"9","F"
"173",404.41656,345.88792,380.76652,-1.1191,-2.1025,-3.1448,-1.5138,-2.3662,-2.0878,-1.4186,-1.0946,"8","F"
"174",429.1089,401.97642,384.4032,-1.1191,-2.1025,-3.1448,-2.1517,-1.0855,-2.4226,-1.4186,-2.3632,"9","F"
"175",457.30644,322.53092,382.16526,-1.1191,-2.1025,-1.289,1.3559,-0.811,0.5179,-1.4186,-1.504,"8","F"
"176",522.03616,422.58274,494.34182,-1.1191,-2.1025,-0.232,-0.8455,-1.3625,-0.7309,-1.4186,-0.3218,"9","M"
"177",394.99144,496.03982,452.19404,-1.1191,-2.1025,-0.082,-0.8455,-1.0855,-0.5654,-0.9769,-1.504,"8","F"
"178",452.6328,414.16078,463.29048,-1.1191,-1.6958,-0.3854,-1.0972,-0.5345,0.1288,-1.4186,-1.3114,"7","M"
"179",498.27854,558.48394,495.18108,-1.1191,-1.4615,-0.544,-1.5138,-1.0855,0.5179,-1.4186,-1.3114,"8","F"
"180",426.92786,410.2387,440.07186,-1.1191,-1.4615,-0.3854,-0.8455,-0.3896,3.223,-0.0492,1.592,"8","F"
"181",567.75978,554.20584,591.59888,-1.1191,-1.4615,-0.3854,-1.5138,-0.811,-0.5654,-1.4186,-0.8207,"9","M"
"182",480.2072,533.29974,511.59262,-1.1191,-1.2638,-0.8854,-1.0972,-1.0855,-0.8968,-0.9769,-1.3114,"9","F"
"183",421.6311,496.35762,433.45132,-1.1191,-1.2638,-0.544,-0.8455,-0.2497,-0.5654,-0.9769,-1.3114,"9","F"
"184",453.17806,398.19918,486.69558,-1.1191,-1.2638,0.0663,-0.5825,-2.3662,-0.053,-1.4186,0.0752,"9","M"
"185",557.32202,492.52508,557.47032,-1.1191,-1.2638,0.6732,0.8776,-0.5345,0.9564,-0.4171,0.652,"9","M"
"186",439.93616,387.85218,415.82754,-1.1191,-1.0645,-0.71,-0.8455,-0.811,-0.3985,-1.4186,-0.8207,"9","M"
"187",336.57114,319.99532,333.5834,-1.1191,-1.0645,-0.3854,-0.5825,-0.6429,-0.5654,0.3209,-0.8207,"7","M"
"188",470.47046,369.5645,415.45456,-1.1191,-1.0645,-0.232,-0.1028,-0.5345,0.7293,-0.4171,-0.3218,"9","M"
"189",424.90262,480.15072,435.7825,-1.1191,-1.0645,-0.232,-1.0972,-0.5345,-0.7309,-0.9769,-1.3114,"7","F"
"190",498.27856,533.67234,541.24528,-1.1191,-1.0645,-0.082,-0.5825,-0.5345,-0.3985,-1.4186,-0.3218,"9","M"
"191",432.69202,356.57064,429.3484,-1.1191,-1.0645,-0.082,-0.3437,-0.811,-0.8968,-0.0492,-0.1237,"9","M"
"192",534.03178,523.40558,535.93018,-1.1191,-1.0645,0.2143,-0.8455,-0.2497,-0.2283,-0.6938,0.0752,"9","M"
"193",528.65712,538.48488,575.0941,-1.1191,-1.0645,0.2143,0.5391,0.3867,0.5179,-1.4186,0.3107,"9","M"
"194",403.17028,302.0285,363.04954,-1.1191,-1.0645,0.6732,-1.0972,0.0553,-0.5654,-1.4186,-0.5445,"8","M"
"195",490.64496,434.53388,500.21642,-1.1191,-0.8455,-1.8441,-1.3103,-0.811,-0.8968,-1.4186,-1.3114,"9","M"
"196",461.74638,448.84922,460.5863,-1.1191,-0.8455,-1.0762,0.5391,0.0553,-0.5654,-1.4186,0.9855,"9","F"
"197",350.90356,387.99402,365.0077,-1.1191,-0.8455,-0.544,-0.8455,-1.0855,-0.7309,-1.4186,0.0752,"9","F"
"198",411.6607,445.98918,414.42886,-1.1191,-0.8455,-0.544,-1.5138,-1.6501,-1.4255,-1.4186,-1.0946,"8","F"
"199",505.75634,510.57834,514.94952,-1.1191,-0.8455,-0.544,-0.1028,-0.2497,-0.3985,-1.4186,1.592,"9","F"
"200",560.12618,515.0638,539.2871,-1.1191,-0.8455,-0.544,-0.8455,-1.0855,-1.8458,-0.6938,-0.3218,"9","M"
